0.0322621,-0.0532768
0.0322621,-0.0532768
0.0316047,-0.0517554
0.0321935,-0.0526278
0.0322144,-0.0530446
0.0302897,-0.051339
0.0276824,-0.0484414
0.0292601,-0.0501783
0.0280707,-0.0496173
0.0214918,-0.0485728
0.0201243,-0.0506449
0.0179474,-0.0520708
0.0142419,-0.0526763
0.0112772,-0.0534358
0.00924307,-0.0575428
0.00408411,-0.0636365
0.000437267,-0.0669466
-0.00366385,-0.0686766
-0.0105665,-0.0750827
-0.0154375,-0.0755837
-0.0284972,-0.0723401
-0.0356663,-0.0727945
-0.0508259,-0.0714507
-0.0591926,-0.0695726
-0.0683809,-0.0664806
-0.0856133,-0.0652681
-0.0943365,-0.0630145
-0.111098,-0.0565721
-0.119699,-0.0539966
-0.128181,-0.0488737
-0.144511,-0.0381285
-0.15177,-0.0306017
-0.160542,-0.0250404
-0.177552,-0.0120201
-0.185912,-0.0025483
-0.192605,0.0083248
-0.206307,0.0623489
-0.211904,0.151496
-0.215851,0.495051
-0.215561,0.733589
-0.211278,1.27327
-0.207449,1.56677
-0.200575,1.8698
-0.187705,2.48049
-0.179427,2.78116
-0.169726,3.07324
-0.151507,3.63333
-0.144202,3.90111
-0.126889,4.41213
-0.117622,4.6562
-0.111012,4.8992
-0.0970152,5.37742
-0.0895489,5.61076
-0.0815748,5.8418
-0.0700448,6.30736
-0.0647138,6.53917
-0.0518513,7.00934
-0.0476967,7.2491
-0.0373713,7.72721
-0.0320385,7.96586
-0.0272801,8.20522
-0.0204135,8.66477
-0.0165978,8.87158
-0.012573,9.06239
-0.00916656,9.37625
-0.00894899,9.49104
-0.00743683,9.58609
-0.00272062,9.71283
-0.00269759,9.7454
-0.000353307,9.77351
0.0019239,9.77142
0.00420328,9.76253
-6.41122e-05,9.74905
-0.00173927,9.74274
-0.00743797,9.74273
-0.0138827,9.75192
-0.0224445,9.78395
-0.0259739,9.80374
-0.0281814,9.82626
-0.0357363,9.88387
-0.0369661,9.91323
